id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
PEAMA010601,Peru,Amazonas,Rodriguez De Mendoza,San Nicolas,2021-04-27,0.0,,,46.996521,5686.5791020000015,537.1087646000002,0.094452001,-77.43895721,-6.372806072,427.04132080000005,304.5402222,351.1487732,75.93,70.42,73.33,50.0
PEAMA010610,Peru,Amazonas,Rodriguez De Mendoza,Santa Rosa,2021-04-27,0.0,,,19.71632957,492.9082336,46.5561676,0.094452001,-77.4584198,-6.4552340510000015,164.0,37.87833023,141.52380369999997,75.93,70.42,73.33,50.0
PEAMA010612,Peru,Amazonas,Rodriguez De Mendoza,Vista Alegre,2021-04-27,0.0,,,8.518880844,8612.587891,802.9724121,0.093232423,-77.33422852,-6.207199574,903.8302002,549.7961426,772.0316162,75.93,70.42,73.33,50.0
PEAMA010701,Peru,Amazonas,Utcubamba,Bagua Grande,2021-04-27,4.0,,,60.16598511,51502.08203,2862.324463,0.055576868,-78.44000244,-5.838841915,222.2900543,84.41912842,180.7134552,75.93,70.42,73.33,50.0
PEAMA010702,Peru,Amazonas,Utcubamba,Cajaruro,2021-04-27,0.0,,,14.43567944,30574.76758,1698.16272,0.055541314,-78.17478179999998,-5.614298344,1194.894043,1089.048462,1305.5310060000004,75.93,70.42,73.33,50.0
PEAMA010703,Peru,Amazonas,Utcubamba,Cumba,2021-04-27,0.0,,,22.0552597,7829.617187999998,438.6088257,0.056019191,-78.60774994,-5.91680479,227.5098114,119.2172165,231.9075623,75.93,70.42,73.33,50.0
PEAMA010704,Peru,Amazonas,Utcubamba,El Milagro,2021-04-27,0.0,,,19.722826,7159.385742,396.8010559,0.055423897,-78.61132049999998,-5.717337607999999,144.72958369999995,42.61231232,164.50704960000004,75.93,70.42,73.33,50.0
PEAMA010705,Peru,Amazonas,Utcubamba,Jamalca,2021-04-27,0.0,,,16.30371094,6749.73584,377.1157227,0.055871181,-78.23495483,-5.9524698260000015,332.4552002,164.2353363,383.9975891,75.93,70.42,73.33,50.0
PEAMA010706,Peru,Amazonas,Utcubamba,Lonya Grande,2021-04-27,0.0,,,29.63639832,12773.28809,833.7303467,0.065271392,-78.41068268,-6.063480377,287.2424316000001,140.5065155,303.7972107,75.93,70.42,73.33,50.0
PEAMA010707,Peru,Amazonas,Utcubamba,Yamon,2021-04-27,0.0,,,16.03437042,2485.327393,139.68704219999998,0.056204684000000005,-78.52410889,-6.0120091439999985,258.8679199,130.0049896,376.9622498,75.93,70.42,73.33,50.0
PEANC020201,Peru,Ancash,Aija,Aija,2021-04-27,0.0,,,8.674448967,1639.470825,220.1325378,0.13427049,-77.56762695,-9.800421715,172.5684204,58.63698578,248.878952,75.93,70.42,73.33,50.0
PEANC020202,Peru,Ancash,Aija,Coris,2021-04-27,0.0,,,7.262928486,2236.981934,298.6193542,0.13349207,-77.79614258,-9.807593346,239.3126984,134.7841644,571.2410278,75.93,70.42,73.33,50.0
PEANC020203,Peru,Ancash,Aija,Huacllan,2021-04-27,0.0,,,13.17860222,645.7514647999999,86.74432373,0.13433082,-77.67874146,-9.786084175,179.6799927,61.32317352,361.0,75.93,70.42,73.33,50.0
PEANC020204,Peru,Ancash,Aija,La Merced,2021-04-27,0.0,,,11.07770538,2049.375488,273.39318849999995,0.13340317,-77.61542511,-9.703052521,172.58201599999995,52.53583145,276.6243286,75.93,70.42,73.33,50.0
PEANC020205,Peru,Ancash,Aija,Succha,2021-04-27,0.0,,,8.410211562999999,790.5598755,105.6453171,0.13363354,-77.63575745,-9.837999344,183.5494537,64.60128784,366.7802124,75.93,70.42,73.33,50.0
